Term,LoanStatusCode,BorrowerAPR,BorrowerRate,LenderYield,EstimatedEffectiveYield,EstimatedLoss,EstimatedReturn,ProsperRating (numeric),ProsperScore,ListingCategory (numeric),OccupationCode,EmploymentCode,EmploymentStatusDuration,IsBorrowerHomeownerCode,CurrentlyInGroupCode,CreditScoreRangeLower,CreditScoreRangeUpper,FirstRecordedCreditLine,CurrentCreditLines,OpenCreditLines,TotalCreditLinespast7years,OpenRevolvingAccounts,OpenRevolvingMonthlyPayment,InquiriesLast6Months,TotalInquiries,CurrentDelinquencies,AmountDelinquent,DelinquenciesLast7Years,PublicRecordsLast10Years,PublicRecordsLast12Months,RevolvingCreditBalance,BankcardUtilization,AvailableBankcardCredit,TotalTrades,TradesNeverDelinquent (percentage),TradesOpenedLast6Months,DebtToIncomeRatio,IncomeLevel,StatedMonthlyIncome,TotalProsperLoans,TotalProsperPaymentsBilled,OnTimeProsperPayments,ProsperPaymentsLessThanOneMonthLate,ProsperPaymentsOneMonthPlusLate,ProsperPrincipalBorrowed,ProsperPrincipalOutstanding,ScorexChangeAtTimeOfListing,LoanCurrentDaysDelinquent,LoanFirstDefaultedCycleNumber,LoanMonthsSinceOrigination,LoanNumber,LoanOriginalAmount,LoanOriginationDate,LoanQuarter,LoanYear,MonthlyLoanPayment,LP_CustomerPayments,LP_CustomerPrincipalPayments,LP_InterestandFees,LP_ServiceFees,LP_CollectionFees,LP_GrossPrincipalLoss,LP_NetPrincipalLoss,LP_NonPrincipalRecoverypayments,PercentFunded,Recommendations,InvestmentFromFriendsCount,InvestmentFromFriendsAmount,Investors
60,2,0.24302,0.2181,0.2081,0.2032,0.0624,0.1408,4,8,1,2,1,207,1,0,640,659,34475,5,4,27,4,242,0,0,0,0,13,1,0,9223,0.96,298,22,0.81,0,0.12,4,4583.333333,,,,,,,,,0,,18,74758,11500,41172,3,2012,316.38,5378.46,2112.4,3266.06,-149.73,0,0,0,0,1,0,0,0,3
60,0,0.20593,0.1819,0.1719,0.1619,0.0599,0.102,5,3,2,0,1,34,0,0,680,699,28856,7,6,39,5,192,2,9,0,0,25,1,0,3375,0.67,162,36,0.77,2,0.17,3,3916.666667,,,,,,,,,0,,9,94378,8500,41451,2,2013,216.72,9238.604,8500,738.604,-40.84,0,0,0,0,1,0,0,0,1
60,2,0.28899,0.2629,0.2529,0.23057,0.1275,0.10307,2,4,1,2,1,205,0,0,640,659,36918,7,5,9,4,241,0,2,0,0,0,0,0,5572,0.88,530,9,0.88,0,0.35,3,2500,,,,,,,,,0,,5,105832,4000,41557,4,2013,120.45,481.8,131.77,350.03,-13.31,0,0,0,0,1,0,0,0,4
36,0,0.31053,0.275,0.265,0.1504,0.108,0.1504,3,6,1,10,2,93,1,0,740,759,35972,14,12,23,9,340,0,1,0,0,0,0,0,4376,0.79,1119,20,0.95,1,0.25,5,6875,,,,,,,,,0,,43,43794,6500,40393,3,2010,267.11,7961.48,6500,1461.48,-53.17,0,0,0,0,1,0,0,0,187
36,3,0.2421,0.2346,0.2146,,,,,,0,7,2,38,1,1,640,659,33437,11,10,30,6,456,7,11,1,30,0,1,0,22365,0.72,2207,24,0.66,3,0.42,4,5583.333333,,,,,,,,,1711,1,80,16624,15000,39266,3,2007,584.25,13285.21,6241.52,7043.69,-82.62,-2394.37,8763.57,8758.48,2680,1,0,0,0,142
36,2,0.06828,0.0649,0.0549,0.0549,0.015,0.0399,7,10,1,15,1,319,0,0,780,799,34338,6,6,21,6,174,0,1,0,0,0,0,0,5425,0.12,39575,21,1,0,0.09,3,3500,,,,,,,,,0,,25,60247,5000,40952,1,2012,153.22,3677.28,3224.26,453.02,-69.8,0,0,0,0,1,0,0,0,107
60,2,0.31848,0.2916,0.2816,0.2566,0.1325,0.1241,2,5,2,1,1,87,1,0,620,639,36069,13,13,33,9,476,0,7,0,0,3,0,0,10368,0.86,1685,28,0.96,0,0.28,4,5373.333333,2,26,25,1,0,19500,12475.93,-41,0,,7,98358,4000,41499,3,2013,127.36,760.9644,217.59,543.3744,-9.88,0,0,0,0,1,0,0,0,1
60,2,0.17685,0.1535,0.1435,0.13507,0.0599,0.07517,5,7,1,10,1,103,1,0,720,739,33571,18,14,50,13,644,0,1,0,0,0,0,0,16699,0.51,15461,48,0.87,0,0.34,5,6750,,,,,,,,,0,,4,118865,15000,41605,4,2013,359.61,1072.5218,505.08,567.4418,-37.38,0,0,0,0,1,0,0,0,1
36,0,0.15651,0.135,0.125,0.0729,0.05,0.0729,5,8,1,38,2,9,1,0,740,759,35431,8,5,29,1,351,1,1,0,0,0,0,0,19366,0.98,254,29,1,1,0.22,2,9311.083333,,,,,,,,,0,,45,42866,2500,40338,2,2010,84.84,2645.72,2500,145.72,-10.78,0,0,0,0,1,0,0,0,125
36,0,0.38443,0.322,0.312,0.1557,0.142,0.1557,2,5,7,0,4,4,0,0,700,719,39355,1,1,13,1,25,0,1,0,0,0,0,0,845,0.49,855,1,1,0,,7,0,,,,,,,,,0,,39,46160,1000,40533,4,2010,43.67,1246.46,1043.69,202.77,-6.26,0,0,0,0,1,0,0,0,29
60,2,0.19143,0.1675,0.1575,0.14695,0.0724,0.07455,4,4,1,0,1,71,1,0,680,699,37889,15,15,29,11,257,3,6,0,0,0,0,0,7159,0.5,6789,24,1,3,0.24,4,4666.666667,,,,,,,,,0,,0,135010,15000,41702,1,2014,370.78,0,0,0,0,0,0,0,0,1,0,0,0,1
60,0,0.21392,0.1897,0.1797,0.1766,0.0474,0.1292,5,8,1,1,1,181,1,0,700,719,34271,21,21,56,16,936,0,1,0,0,0,0,0,31862,0.68,11536,39,1,2,0.21,2,10000,,,,,,,,,0,,18,73968,17500,41166,3,2012,453.67,20083.51,17500,2583.51,-136.18,0,0,0,0,1,0,0,0,8
12,0,0.16803,0.1109,0.1009,0.0958,0.0474,0.0484,5,4,1,10,1,0,0,0,700,719,39526,15,14,25,11,326,1,3,0,0,0,0,0,5991,0.39,9011,20,1,1,0.28,5,6416.666667,,,,,,,,,0,,12,85969,4981,41334,1,2013,440.46,5287.27,4981.27,306,-27.6,0,0,0,0,1,0,0,0,75
36,0,0.35797,0.3177,0.3077,0.2799,0.1675,0.1124,1,4,7,61,1,16,0,0,660,679,38568,7,7,15,3,252,2,6,0,0,0,0,0,4816,0.87,684,8,1,0,0.25,4,4833.333333,,,,,,,,,0,,17,76891,2000,41208,4,2012,86.85,2576.16,2000,576.16,-18.13,0,0,0,0,1,0,0,0,5
36,2,0.13301,0.105,0.095,0.09202,0.0274,0.06462,6,4,1,30,8,97,1,0,800,819,34274,9,9,26,8,156,2,6,0,0,7,0,0,4700,0.16,24300,24,0.95,1,,4,5833.333333,,,,,,,,,0,,4,108587,15000,41579,4,2013,487.54,1945.8449,1450.59,495.2549,-47.58,0,0,0,0,1,0,0,0,1
36,4,0.35797,0.3177,0.3077,0.2896,0.165,0.1246,1,5,13,3,1,101,0,0,700,719,31624,16,10,77,13,390,2,4,0,0,17,0,0,3808,0.68,934,75,0.73,2,0.34,3,3333.333333,,,,,,,,,6,,21,67300,4000,41064,2,2012,173.71,3474.2,1724.42,1749.78,-55.08,0,0,0,0,1,0,0,0,11
36,2,0.35356,0.3134,0.3034,0.27598,0.1625,0.11348,1,2,1,35,1,80,0,0,640,659,38169,16,13,24,13,398,0,12,0,0,0,0,0,12155,0.98,189,20,0.95,0,0.33,3,3333.333333,,,,,,,,,0,,5,104605,4000,41550,4,2013,172.76,860.3655,362.81,497.5555,-15.98,0,0,0,0,1,0,0,0,1
36,0,0.15894,0.1374,0.1274,0.1059,0.021,0.1059,6,9,3,19,8,133,1,0,760,779,35246,9,9,33,5,1709,2,11,0,0,0,0,0,117168,0.71,46732,28,1,0,,2,14166.66667,,,,,,,,,0,,49,40898,3000,40228,1,2010,102.15,3577.01,3000,577.01,-42,0,0,0,0,1,0,0,0,107
36,2,0.26855,0.2304,0.2204,0.20169,0.1125,0.08919,3,3,1,37,1,179,1,0,680,699,36602,7,7,43,5,443,3,13,0,0,0,0,0,22306,0.98,444,39,1,1,0.23,4,6166.666667,,,,,,,,,0,,4,118512,10000,41607,4,2013,387.31,1140.6177,580.5,560.1177,-24.58,0,0,0,0,1,0,0,0,1
60,2,0.1771,0.1535,0.1435,0.13507,0.0599,0.07517,5,6,1,0,1,100,1,0,760,779,34639,16,16,34,15,623,1,5,0,0,0,0,0,8028,0.27,14190,32,0.96,1,0.35,3,3750,,,,,,,,,0,,1,132043,10000,41682,1,2014,239.74,0,0,0,0,0,0,0,0,1,0,0,0,1
60,2,0.1771,0.1535,0.1435,0.13507,0.0599,0.07517,5,7,1,0,1,100,1,0,760,779,34639,16,16,34,15,623,1,5,0,0,0,0,0,8028,0.27,14190,32,0.96,1,0.35,3,3750,,,,,,,,,0,,1,132043,10000,41682,1,2014,239.74,0,0,0,0,0,0,0,0,1,0,0,0,1
36,2,0.18275,0.1465,0.1365,0.12898,0.0549,0.07408,5,6,1,9,1,174,0,0,680,699,30621,10,9,19,8,268,0,2,0,0,6,1,0,8885,0.26,19281,19,0.94,1,0.31,1,1666.666667,,,,,,,,,0,,3,119895,4000,41617,4,2013,137.98,274.3545,177.52,96.8345,-6.72,0,0,0,0,1,0,0,0,1
36,2,0.19501,0.1585,0.1485,0.13953,0.0624,0.07713,4,6,1,1,1,76,1,0,660,679,33757,13,12,37,10,1297,0,9,0,0,0,0,0,164872,0.95,7122,36,0.97,1,0.37,5,6666.666667,,,,,,,,,0,,3,123347,25000,41632,4,2013,877.08,1743.3038,1088.36,654.9438,-42,0,0,0,0,1,0,0,0,1
36,2,0.24758,0.2099,0.1999,0.1952,0.0849,0.1103,4,7,6,8,1,3,0,0,700,719,38952,1,1,2,1,15,1,5,0,0,0,0,0,204,0.4,296,1,1,0,0.05,1,2000,,,,,,,,,0,,19,72966,2000,41149,3,2012,75.34,1356.12,843.93,512.19,-24.4,0,0,0,0,1,0,0,0,16
36,2,0.13799,0.1099,0.0999,0.09653,0.0299,0.06663,6,10,2,9,8,337,1,0,700,719,31382,10,9,29,9,771,0,3,0,0,0,0,0,41255,0.6,26457,28,0.89,0,0.03,2,41666.66667,1,11,11,0,0,3000,0,,0,,6,102121,4000,41535,3,2013,130.94,653.4956,479.26,174.2356,-15.96,0,0,0,0,1,0,0,0,1
36,1,0.26292,0.24,0.23,,,,,,1,0,2,71,0,1,520,539,37161,15,12,22,9,283,1,9,0,0,0,0,0,8695,1.03,73,21,0.76,2,0.42,3,2833.333333,1,6,6,0,0,2600,2287.03,0,446,11,73,27800,1500,39504,1,2008,58.85,381.26,119.67,261.59,-10.3,-27.35,1380.33,1380.33,0,1,0,0,0,5
36,0,0.15793,0.1364,0.1264,,,,,,4,10,2,6,0,0,660,679,36998,4,4,12,2,59,1,3,0,0,0,0,0,1913,0.63,1087,7,0.71,0,0.09,4,5833.333333,1,10,10,0,0,6001,4645.23,40,0,,71,29610,6001,39552,2,2008,45.88,7503.97,6205.05,1298.92,-95.23,0,0,0,0,1,0,0,0,248
36,0,0.06888,0.0655,0.0555,0.0555,0.0155,0.04,7,10,6,17,1,41,0,0,780,799,36644,8,7,22,6,65,0,1,0,0,0,0,0,489,0.02,18511,17,0.94,0,0.09,3,3000,,,,,,,,,0,,38,46700,2500,40571,1,2011,76.68,2568.19,2500,68.19,-10.42,0,0,0,0,1,0,0,0,44
36,2,0.28595,0.2474,0.2374,0.21664,0.1225,0.09414,2,4,1,12,1,100,1,0,640,659,34890,21,21,29,16,777,4,15,0,0,0,0,0,25938,0.78,5966,24,1,2,0.37,4,4916.666667,1,17,17,0,0,2500,1606.43,,0,,2,128259,5000,41666,1,2014,198.11,194.721,93.05,101.671,-4.25,0,0,0,0,1,0,0,0,1
36,2,0.18173,0.1599,0.1499,0.1473,0.0595,0.0878,5,9,2,0,1,28,0,0,660,679,34967,4,3,12,1,26,0,0,0,0,18,2,0,502,0.48,523,11,0.63,0,0.09,4,5000,,,,,,,,,0,,33,50772,6567,40724,2,2011,230.83,7386.56,5669.37,1717.19,-107.37,0,0,0,0,0.8208,0,0,0,112
36,0,0.34887,0.3125,0.3025,0.2848,0.183,0.1018,1,4,7,1,1,112,0,0,620,639,37244,14,13,37,10,470,2,8,0,0,0,1,0,10643,0.52,9611,36,1,2,0.35,5,6833.333333,3,30,30,0,0,15000,0.04,-58,0,,35,48430,3000,40645,2,2011,129.42,3035.96,3000,35.96,-1.15,0,0,0,0,1,0,0,0,30
36,2,0.2878,0.2492,0.2392,0.219,0.1125,0.1065,3,7,7,27,1,8,0,0,680,699,32933,4,4,29,3,78,3,10,0,0,21,1,1,5334,0.18,24266,24,0.73,1,0.22,3,4000,,,,,,,,,0,,15,79292,7500,41255,4,2012,297.88,4170.32,2311.09,1859.23,-74.6,0,0,0,0,1,0,0,0,115
36,2,0.2878,0.2492,0.2392,0.219,0.1125,0.1065,3,2,1,3,8,442,1,0,800,819,30335,14,13,60,6,1015,0,4,0,0,0,0,0,35695,0.88,4805,49,1,2,,2,16666.66667,,,,,,,,,0,,11,89324,4000,41393,2,2013,158.87,1588.7,830.61,758.09,-30.41,0,0,0,0,1,0,0,0,1
36,2,0.09065,0.0769,0.0669,0.06546,0.0174,0.04806,7,9,1,2,1,133,1,0,720,739,35993,10,8,28,6,322,0,2,0,0,0,0,0,9510,0.39,14490,25,1,0,0.21,4,5000,,,,,,,,,0,,0,134682,13000,41704,1,2014,405.52,0,0,0,0,0,0,0,0,1,0,0,0,1
36,0,0.07339,0.07,0.06,0.054,0.006,0.054,7,10,3,3,2,160,0,0,800,819,31861,6,6,10,7,143,0,0,0,0,0,0,0,3256,0.05,60144,10,1,0,,4,5000,,,,,,,,,0,,51,40086,1000,40170,4,2009,30.88,1060.1,999.99,60.11,-8.59,0,0,0,0,1,0,0,0,47
36,2,0.24758,0.2099,0.1999,0.1952,0.089,0.1062,4,6,3,0,4,34,0,0,720,739,32540,5,4,32,6,269,0,1,0,0,0,2,0,7904,0,2500,31,0.93,0,,7,0,,,,,,,,,0,,20,69526,15000,41101,3,2012,565.05,10735.95,6736.54,3999.41,-190.55,0,0,0,0,1,0,0,0,278
60,2,0.27462,0.2489,0.2389,0.2332,0.089,0.1442,4,7,15,1,1,23,0,0,680,699,35245,10,8,38,7,310,0,0,0,0,0,0,0,9120,0.61,4300,23,0.95,1,0.3,3,2250,,,,,,,,,0,,23,64117,7000,41022,2,2012,205.01,4510.22,1638.07,2872.15,-115.38,0,0,0,0,1,0,0,0,10
36,2,0.20524,0.1685,0.1585,0.14814,0.0699,0.07824,4,4,1,0,1,22,0,0,680,699,38639,5,5,10,4,97,0,1,0,0,0,0,0,7606,0.69,3343,9,1,0,0.14,3,3707.583333,,,,,,,,,0,,4,112693,7000,41604,4,2013,249.05,743.9185,456.36,287.5585,-17.26,0,0,0,0,1,0,0,0,1
36,2,0.07957,0.0659,0.0559,0.05501,0.0124,0.04261,7,11,1,16,5,0,1,0,720,739,31472,15,15,39,13,400,0,2,0,0,0,0,0,15954,0.34,29682,35,0.97,0,0.25,4,4666.666667,,,,,,,,,0,,0,136231,15000,41709,1,2014,460.35,0,0,0,0,0,0,0,0,1,0,0,0,270
36,0,0.28339,0.2449,0.2349,0.2291,0.1125,0.1166,3,7,13,1,1,27,1,0,680,699,34248,4,4,49,4,95,0,2,17,3606,6,1,0,764,0.5,736,21,0.76,2,0.22,4,4166.666667,,,,,,,,,0,,18,74254,9000,41165,3,2012,355.42,11086.23,9000,2086.23,-85.19,0,0,0,0,1,0,0,0,181
36,2,0.30285,0.2639,0.2539,0.2318,0.1225,0.1093,2,2,2,22,1,2,0,0,700,719,37533,5,5,25,4,57,0,0,0,0,0,0,0,2501,0.53,2199,21,0.95,1,0.24,3,3166.666667,,,,,,,,,0,,10,91523,4000,41422,2,2013,161.99,1457.91,742.09,715.82,-27.12,0,0,0,0,1,0,0,0,69
36,0,0.14419,0.13,0.12,,,,,,4,13,2,21,0,0,680,699,32794,2,2,25,1,262,1,12,1,71,13,2,1,6801,0.61,4199,21,0.71,0,0.12,2,8416.666667,,,,,,,,,0,,70,31616,4500,39591,2,2008,151.62,5440.06,4499.99,940.07,-72.31,0,0,0,0,1,0,0,0,208
36,2,0.26917,0.231,0.221,0.20262,0.1075,0.09512,3,3,1,5,1,101,1,0,660,679,37377,10,9,22,7,334,3,7,0,0,0,0,0,13008,0.35,21645,13,1,2,0.34,3,2666.666667,,,,,,,,,0,,4,110085,10000,41592,4,2013,387.62,1600,933.74,666.26,-28.84,0,0,0,0,1,0,0,0,74
36,0,0.12511,0.104,0.094,0.0727,0.021,0.0727,6,9,7,0,2,51,1,0,720,739,34790,9,6,26,5,311,1,5,0,0,0,0,0,30759,0.53,26841,25,0.72,0,0.12,3,3416.666667,,,,,,,,,0,,52,39663,5000,40144,4,2009,162.28,5841.17,5000.02,841.15,-80.89,0,0,0,0,1,0,0,0,158
36,0,0.08684,0.08,0.075,,,,,,0,16,9,,0,0,,,,,,,0,0,,,,,,,,,,,,,,0.0248,6,8333.333333,,,,,,,,,0,,95,396,5000,38812,2,2006,156.68,5032.63,5000,32.63,-2.03,0,0,0,0,1,0,0,0,51
36,3,0.26681,0.2287,0.2187,0.2134,0.099,0.1144,3,3,13,31,2,88,0,0,640,659,38105,9,9,15,5,141,3,15,0,0,0,0,0,1415,0.06,8400,11,0.91,1,0.45,1,2033.333333,3,50,46,4,0,6000,3320.47,-56,319,15,22,66727,2000,41054,2,2012,77.28,757.8,278.83,478.97,-14.7,-52.56,1721.17,1721.17,0,1,0,0,0,41
60,3,0.29464,0.2684,0.2584,0.252,0.1025,0.1495,3,6,1,1,1,302,1,0,680,699,34060,8,8,17,6,196,1,2,0,0,0,1,0,4073,0.52,3627,16,1,2,0.26,3,3583.333333,,,,,,,,,163,16,18,75467,11500,41180,3,2012,350.06,3850.66,1149.35,2701.31,-100.65,0,10350.65,10350.65,0,1,0,0,0,177
60,2,0.24754,0.2225,0.2125,0.1952,0.1025,0.0927,3,8,3,19,1,72,1,0,640,659,36448,4,4,12,2,194,1,9,0,0,0,0,0,5272,0.91,491,12,0.83,0,0.17,3,3333.333333,1,32,30,2,0,2600,0,,0,,6,104041,10000,41547,3,2013,277.61,1403.05,483.1,919.95,-27.1,-47.19,0,0,0,1,0,0,0,55
60,2,0.19323,0.1695,0.1595,0.14963,0.0649,0.08473,4,6,1,0,1,163,0,0,720,739,31472,19,16,36,15,714,4,6,0,0,0,0,0,13496,0.22,27259,30,0.96,1,0.35,3,3633.333333,,,,,,,,,0,,5,106188,10000,41565,4,2013,248.26,988.3962,431.03,557.3662,-33.15,0,0,0,0,1,0,0,0,1
36,0,0.26282,0.2399,0.2299,0.1243,0.1,0.1243,3,7,1,56,2,46,0,0,640,659,38650,5,5,9,3,80,0,4,0,0,0,0,0,2472,0.82,528,8,1,0,0.28,3,2840.083333,,,,,,,,,0,,48,41367,3500,40260,1,2010,131.5,4948.6,3499.99,1448.61,-60.39,0,0,0,0,1,0,0,0,209
36,2,0.18725,0.1509,0.1409,0.1337,0.0499,0.0838,5,7,1,0,1,22,1,0,780,799,33452,19,15,33,13,1113,2,7,0,0,0,0,0,50408,0.38,79561,32,1,2,0.21,2,12916.66667,,,,,,,,,0,,7,100177,30000,41512,3,2013,1041.28,6247.68,4093.85,2153.83,-142.74,0,0,0,0,1,0,0,0,202
36,2,0.24246,0.2049,0.1949,0.1904,0.089,0.1014,4,7,1,0,1,57,0,0,700,719,33482,9,7,27,9,717,0,1,0,0,0,0,0,28952,0.72,10766,25,0.92,0,0.31,4,4750,,,,,,,,,0,,25,60404,15000,40952,1,2012,561.21,13469.04,8958.19,4510.85,-220.13,0,0,0,0,1,0,0,0,291
60,2,0.21832,0.194,0.184,0.17019,0.0874,0.08279,4,4,1,3,1,222,1,0,680,699,33050,18,18,39,16,1315,1,7,0,0,0,0,0,56089,0.82,11350,37,1,1,0.3,4,5500,,,,,,,,,0,,3,120417,5000,41619,4,2013,130.81,261.62,97.65,163.97,-8.46,0,0,0,0,1,0,0,0,1
36,0,0.19855,0.1765,0.1665,,,,,,1,31,2,28,0,0,600,619,37732,9,7,14,7,169,1,1,0,0,0,0,0,10284,0.86,1509,10,0.9,2,0.21,1,1666.666667,,,,,,,,,0,,65,37416,5000,39727,4,2008,179.89,6475.7,5000,1475.7,-83.59,0,0,0,0,1,0,0,0,176
60,2,0.29371,0.2699,0.2599,0.2534,0.1,0.1534,3,5,2,15,2,47,1,0,660,679,27360,8,8,24,6,1022,0,0,0,0,0,0,0,53278,0.97,1176,23,1,1,0.34,3,2681,2,33,32,1,0,12400,0,-16,0,,31,52651,10000,40785,3,2011,305.29,9158.7,3380.84,5777.86,-214.06,0,0,0,0,1,0,0,0,148
36,0,0.10692,0.1,0.095,,,,,,0,10,3,,1,1,780,799,36100,,,13,4,100,1,2,0,,0,0,,,,,,,,0.19,6,4160,,,,,,,,,0,,87,5899,19500,39078,4,2006,626.6,22654.17,19500,3154.17,-157.71,0,0,0,0,1,0,0,0,302
36,2,0.22712,0.1899,0.1799,0.1679,0.0724,0.0955,4,5,2,1,1,10,0,0,640,659,35215,15,11,19,9,532,0,3,0,0,0,1,0,26947,0.6,16076,18,1,1,0.25,2,8750,,,,,,,,,0,,8,96637,12000,41478,3,2013,439.81,3078.67,1821.85,1256.82,-66.17,0,0,0,0,1,0,0,0,50
36,2,0.35797,0.3177,0.3077,0.2896,0.165,0.1246,1,4,1,29,1,47,0,0,660,679,36798,3,3,7,1,15,0,1,3,886,0,0,0,250,0.83,50,3,0.5,0,0.06,3,2666.666667,,,,,,,,,0,,22,66691,2000,41054,2,2012,86.85,1823.85,932.14,891.71,-28.06,0,0,0,0,1,0,0,0,33
36,2,0.35797,0.3177,0.3077,0.2896,0.165,0.1246,1,2,1,32,1,211,1,0,680,699,34417,12,11,33,6,200,3,8,2,0,3,1,0,2855,0.88,247,26,0.84,1,0.28,5,6416.666667,,,,,,,,,0,,27,57266,4000,40886,4,2011,173.71,4516.46,2484.49,2031.97,-63.95,0,0,0,0,1,0,0,0,15
36,3,0.30532,0.2699,0.2599,0.2534,0.112,0.1414,3,6,1,43,1,37,1,0,700,719,36346,7,7,16,6,1368,8,9,0,0,0,0,0,128068,0.85,21124,16,1,0,0.13,2,11666.66667,,,,,,,,,654,13,31,52683,10000,40780,3,2011,408.2,3220.6,1523.84,1696.76,-62.86,0,8476.16,8476.16,0,1,0,0,0,67
36,2,0.19744,0.1605,0.1505,0.14089,0.0674,0.07349,4,4,1,0,1,82,1,0,660,679,31352,20,20,29,20,785,1,10,0,0,0,0,0,26787,0.45,28920,27,1,5,0.22,4,5941.666667,,,,,,,,,0,,0,134493,15000,41703,1,2014,527.73,0,0,0,0,0,0,0,0,1,0,0,0,108
36,0,0.08415,0.067,0.062,,,,,,0,0,3,,1,0,800,819,33018,,,23,3,12,0,1,0,,0,0,,,,,,,,0.13,6,3750,,,,,,,,,0,,86,6804,1000,39106,1,2007,30.74,1001.47,1000,1.47,-0.11,0,0,0,0,1,0,0,0,37
36,0,0.28259,0.2749,0.2649,,,,,,4,12,2,295,1,0,640,659,32225,18,18,39,13,1435,2,7,0,0,0,0,0,71414,0.61,15686,37,1,0,0.53,4,5833.333333,,,,,,,,,0,,75,23634,4000,39430,4,2007,159.41,5921.54,3999.99,1921.55,-69.9,0,0,0,0,1,1,1,120,39
60,2,0.20398,0.18,0.17,0.15867,0.0724,0.08627,4,4,1,2,1,187,1,0,700,719,36938,10,10,29,7,493,2,5,0,0,0,0,0,35178,0.91,1178,27,1,1,0.28,4,5166.666667,,,,,,,,,0,,6,102651,20000,41542,3,2013,507.87,2514.487,1044.9,1469.587,-78.92,0,0,0,0,1,0,0,0,1
36,1,0.19991,0.1926,0.1826,,,,,,1,4,2,71,1,0,620,639,36144,16,10,35,7,171,3,9,0,0,0,0,0,9199,0.94,515,33,1,6,0.2,3,3916.666667,,,,,,,,,750,18,74,24406,5000,39455,1,2008,183.94,2207.28,1358.19,849.09,-44.09,0,3641.81,3641.81,0,1,0,0,0,26
36,0,0.10375,0.0829,0.0729,0.0728,0.0325,0.0403,6,9,6,19,1,20,0,0,760,779,34975,9,6,44,5,70,0,8,0,0,9,1,0,106,0,54894,42,0.88,0,0.05,4,6233.333333,2,11,11,0,0,3000,0.02,90,0,,36,48174,7500,40633,1,2011,236.03,7647.57,7500,147.57,-17.6,0,0,0,0,1,0,0,0,117
36,3,0.35797,0.3177,0.3077,0.2896,0.165,0.1246,1,5,1,9,1,64,0,0,660,679,38481,6,5,6,4,95,10,12,0,0,0,0,0,435,0.02,20965,6,1,3,0.07,4,6072,,,,,,,,,565,6,21,68253,4000,41082,2,2012,173.71,173.71,69.26,104.45,-3.29,0,3930.74,3930.74,0,1,0,0,0,32
36,2,0.15223,0.1239,0.1139,0.109,0.0399,0.0691,6,8,1,23,1,126,1,0,740,759,34068,10,9,18,7,446,0,2,0,0,0,0,0,18204,0.7,7128,18,1,0,0.31,3,3083.333333,,,,,,,,,0,,4,118494,2000,41607,4,2013,66.8,199.7211,140.05,59.6711,-4.87,0,0,0,0,1,0,0,0,1
36,2,0.35797,0.3177,0.3077,0.2896,0.165,0.1246,1,4,2,19,1,46,1,0,700,719,35694,7,6,19,4,869,3,12,0,0,1,0,0,14915,0.34,13370,18,0.77,0,0.29,4,5630,,,,,,,,,0,,21,68657,4000,41086,2,2012,173.71,3474.2,1753.45,1720.75,-54.17,0,0,0,0,1,0,0,0,7
36,0,0.35524,0.331,0.321,,,,,,3,7,2,116,1,0,640,659,36221,14,12,24,4,147,2,13,1,0,0,1,0,4317,0.93,283,23,0.91,3,0.44,4,5000,,,,,,,,,0,,73,27516,5000,39497,1,2008,220.84,7913.3,5000.01,2913.29,-88.01,0,0,0,0,1,0,0,0,53
36,1,0.14709,0.14,0.13,,,,,,0,11,2,35,0,1,720,739,33837,4,3,11,5,15,0,2,1,0,0,3,0,475,0.85,78,9,0.9,0,0.1,2,8975.416667,,,,,,,,,189,6,83,13047,25000,39191,2,2007,854.44,844.17,566.77,277.4,-10.27,0,24433.23,24433.23,0,1,0,0,0,434
36,2,0.30899,0.2699,0.2599,0.23673,0.1325,0.10423,2,3,1,16,5,60,0,0,640,659,34486,6,6,30,6,211,0,3,0,0,0,1,0,3839,0.77,1062,23,0.65,2,0.13,3,2848,,,,,,,,,0,,6,102026,4000,41536,3,2013,163.28,813.4422,380.96,432.4822,-16.14,0,0,0,0,1,0,0,0,1
36,5,0.18725,0.1509,0.1409,0.1337,0.0499,0.0838,5,5,3,22,1,18,1,0,780,799,36514,17,17,40,7,277,2,4,0,0,0,0,0,6972,0.32,10858,34,0.97,0,0.34,4,5835.666667,,,,,,,,,20,,12,86656,15000,41351,1,2013,520.64,5206.4,3503.64,1702.76,-112.85,0,0,0,0,1,0,0,0,234
36,0,0.09688,0.09,0.085,,,,,,0,1,2,9,1,0,740,759,34610,11,10,35,7,853,2,9,0,0,0,0,0,99064,0.66,50440,30,1,0,0.18,4,5916.666667,,,,,,,,,0,,81,16098,5000,39251,2,2007,159,5715.99,5000,715.99,-39.78,0,0,0,0,1,0,0,0,148
36,2,0.14206,0.1139,0.1039,0.09989,0.0349,0.06499,6,10,2,24,8,3,0,1,660,679,36404,8,7,32,5,107,0,0,0,0,0,0,0,3286,0.76,1014,25,0.84,0,,2,8333.333333,1,28,28,0,0,15000,9362.38,,0,,1,130827,15000,41681,1,2014,493.86,0,0,0,0,0,0,0,0,1,0,0,0,1
